Timestamp,ESP32_ECG_Raw,Bangle_PPG_BPM
07:28:51.913,142,133
07:28:51.914,142,133
07:28:51.915,142,133
07:28:52.841,141,142
07:28:52.856,141,142
07:28:52.871,141,142
07:28:52.903,141,142
07:28:52.903,141,142
07:28:52.916,142,142
07:28:52.934,141,142
07:28:53.846,142,136
07:28:55.917,141,143
07:28:55.918,141,143
07:28:55.919,141,143
07:28:55.920,142,143
07:28:55.921,141,143
07:28:55.922,141,143
07:28:55.939,141,143
07:28:55.941,141,143
07:28:55.954,142,143
07:28:56.847,142,144
07:28:56.854,141,144
07:28:56.878,141,144
07:28:56.883,141,144
07:28:56.898,141,144
07:28:56.914,141,144
07:28:56.929,141,144
07:28:56.945,141,144
07:28:56.959,142,144
07:28:56.980,142,144
07:28:56.997,141,144
07:28:57.003,142,144
07:28:57.011,142,144
07:28:57.033,142,144
07:28:57.046,141,144
07:28:57.847,141,135
07:28:57.861,141,135
07:28:57.885,142,135
07:28:57.887,141,135
07:28:57.897,142,135
07:28:57.912,142,135
07:28:57.926,141,135
07:28:57.942,142,135
07:28:57.963,142,135
07:28:57.974,142,135
07:28:57.986,141,135
07:28:58.002,142,135
07:28:58.016,141,135
07:28:58.031,142,135
07:28:59.859,142,147
07:28:59.859,141,147
07:28:59.876,142,147
07:29:00.845,142,162
07:29:00.860,142,162
07:29:00.880,141,162
07:29:00.891,142,162
07:29:00.911,142,162
07:29:00.912,141,162
07:29:00.925,142,162
07:29:00.942,141,162
07:29:00.960,142,162
07:29:00.973,141,162
07:29:00.990,142,162
07:29:01.008,142,162
07:29:01.016,142,162
07:29:01.030,142,162
07:29:01.841,142,165
07:29:01.857,142,165
07:29:01.877,141,165
07:29:01.891,141,165
07:29:01.894,142,165
07:29:01.916,141,165
07:29:03.844,141,160
07:29:03.851,141,160
07:29:04.841,142,165
07:29:04.857,142,165
07:29:04.871,142,165
07:29:04.887,142,165
07:29:04.903,141,165
07:29:04.918,142,165
07:29:04.924,142,165
07:29:05.849,141,160
07:29:05.855,141,160
07:29:05.874,141,160
07:29:07.843,141,164
07:29:07.858,141,164
07:29:07.872,141,164
07:29:07.887,142,164
07:29:07.894,141,164
07:29:07.918,141,164
07:29:07.923,141,164
07:29:07.939,142,164
07:29:08.847,142,167
07:29:08.874,141,167
07:29:08.888,141,167
07:29:08.890,141,167
07:29:08.901,142,167
07:29:08.919,142,167
07:29:08.934,142,167
07:29:08.969,142,167
07:29:08.987,142,167
07:29:08.987,142,167
07:29:09.014,142,167
07:29:09.019,142,167
07:29:09.021,142,167
07:29:09.035,142,167
07:29:09.040,142,167
07:29:09.064,142,167
07:29:09.070,142,167
07:29:09.093,142,167
07:29:09.122,142,167
07:29:09.123,142,167
07:29:09.844,142,163
07:29:09.866,142,163
07:29:09.867,142,163
07:29:09.882,142,163
07:29:09.896,142,163
07:29:09.913,142,163
07:29:09.928,142,163
07:29:09.941,142,163
07:29:09.956,142,163
07:29:09.970,142,163
07:29:10.840,142,171
07:29:11.848,141,167
07:29:11.866,142,167
07:29:11.870,142,167
07:29:11.892,142,167
07:29:11.899,141,167
07:29:11.916,142,167
07:29:11.937,141,167
07:29:11.948,141,167
07:29:11.964,142,167
07:29:11.973,142,167
07:29:11.988,141,167
07:29:12.003,142,167
07:29:12.032,142,167
07:29:12.034,142,167
07:29:12.065,142,167
07:29:12.065,142,167
07:29:12.081,142,167
07:29:12.094,142,167
07:29:12.113,141,162
07:29:12.124,142,162
07:29:12.854,142,170
07:29:12.854,142,170
07:29:12.884,141,170
07:29:12.885,142,170
07:29:12.896,142,170
07:29:12.911,141,170
07:29:12.933,142,170
07:29:13.842,142,150
07:29:13.863,141,150
07:29:13.878,141,150
07:29:13.886,142,150
07:29:13.894,142,150
07:29:13.908,142,150
07:29:15.844,142,146
07:29:15.875,142,146
07:29:15.877,141,146
07:29:15.896,141,146
07:29:15.896,141,146
07:29:15.914,142,146
07:29:15.926,142,146
07:29:15.961,142,146
07:29:15.962,142,146
07:29:15.977,142,146
07:29:15.986,141,146
07:29:16.000,142,146
07:29:16.009,142,146
07:29:16.024,142,146
07:29:16.843,141,148
07:29:16.881,141,148
07:29:16.884,142,148
07:29:16.893,142,148
07:29:16.900,142,148
07:29:16.911,142,148
07:29:16.925,142,148
07:29:16.939,142,148
07:29:16.955,142,148
07:29:16.968,142,148
07:29:17.855,142,157
07:29:19.842,142,171
07:29:19.858,142,171
07:29:19.873,142,171
07:29:19.887,142,171
07:29:19.894,142,171
07:29:19.915,142,171
07:29:19.930,142,171
07:29:19.940,142,171
07:29:19.961,142,171
07:29:19.970,142,171
07:29:20.008,142,171
07:29:21.844,142,171
07:29:21.859,142,171
07:29:21.886,142,171
07:29:21.888,142,171
07:29:21.896,142,171
07:29:21.912,142,171
07:29:21.928,142,171
07:29:21.941,142,171
07:29:21.956,142,171
07:29:21.974,142,171
07:29:21.986,142,171
07:29:21.993,142,171
07:29:24.906,142,171
07:29:24.907,142,171
07:29:24.908,142,171
07:29:24.909,142,171
07:29:24.909,142,171
07:29:24.911,142,171
07:29:24.926,142,171
07:29:24.941,142,171
07:29:24.956,142,171
07:29:24.967,142,171
07:29:24.983,142,171
07:29:24.994,142,171
07:29:25.009,142,171
07:29:25.841,142,169
07:29:25.856,142,169
07:29:25.871,142,169
07:29:26.846,142,166
07:29:28.843,142,162
07:29:29.847,142,157
07:29:29.862,142,157
07:29:29.869,142,157
07:29:29.885,142,157
07:29:29.899,142,157
07:29:29.919,142,157
07:29:29.939,142,157
07:29:29.940,142,157
07:29:29.955,142,157
07:29:29.966,142,157
07:29:31.119,142,149
07:29:31.149,142,149
07:29:31.849,142,152
07:29:31.869,142,152
07:29:32.842,142,142
07:29:32.849,142,142
07:29:32.869,142,142
07:29:32.894,142,142
07:29:32.898,142,142
07:29:32.925,142,142
07:29:32.933,142,142
07:29:32.962,142,142
07:29:32.963,142,142
07:29:32.967,142,142
07:29:32.982,142,142
07:29:32.999,142,142
07:29:33.028,142,142
07:29:33.030,142,142
07:29:33.042,142,142
07:29:33.072,142,142
07:29:33.877,142,142
07:29:34.839,142,136
07:29:35.844,142,142
07:29:35.864,142,142
07:29:35.868,142,142
07:29:35.883,142,142
07:29:35.907,142,142
07:29:35.927,141,142
07:29:35.932,142,142
07:29:35.951,142,142
07:29:35.951,142,142
07:29:35.966,142,142
07:29:35.981,142,142
07:29:35.999,142,142
07:29:36.011,142,142
07:29:36.840,142,139
07:29:36.859,142,139
07:29:36.880,142,139
07:29:36.888,142,139
07:29:36.906,142,139
07:29:36.916,142,139
07:29:36.929,142,139
07:29:36.942,142,139
07:29:36.960,142,139
07:29:36.972,142,139
07:29:37.009,142,139
07:29:37.009,142,139
07:29:37.014,142,139
07:29:37.030,142,139
07:29:37.044,142,139
07:29:37.848,142,131
07:29:37.857,142,131
07:29:37.872,142,131
07:29:37.880,142,131
07:29:38.846,142,121
07:29:38.872,142,121
07:29:38.872,142,121
07:29:38.893,142,121
07:29:40.856,142,115
07:29:40.871,142,115
07:29:40.872,142,115
07:29:40.887,142,115
07:29:41.848,142,114
07:29:41.854,142,114
07:29:41.870,142,114
07:29:41.887,142,114
07:29:41.898,142,114
07:29:42.843,142,110
07:29:44.847,142,121
07:29:44.853,142,121
07:29:44.875,142,121
07:29:44.886,142,121
07:29:44.907,142,121
07:29:44.916,142,121
07:29:44.929,142,121
07:29:44.952,142,121
07:29:44.959,142,121
07:29:44.973,142,121
07:29:44.988,142,121
07:29:44.997,142,121
07:29:46.849,142,123
07:29:48.844,142,144
07:29:48.867,142,144
07:29:48.877,142,144
07:29:48.888,142,144
07:29:48.903,142,144
07:29:48.912,142,144
07:29:48.928,142,144
07:29:48.941,142,144
07:29:48.955,142,144
07:29:48.970,142,144
07:29:49.008,142,144
07:29:49.011,142,144
07:29:49.015,142,144
07:29:49.032,142,144
07:29:49.848,142,137
07:29:49.858,142,137
07:29:49.870,142,137
07:29:50.853,142,147
07:29:51.844,142,157
07:29:51.851,142,157
07:29:52.841,142,157
07:29:52.873,142,157
07:29:52.875,142,157
07:29:52.895,142,157
07:29:52.901,142,157
07:29:52.918,142,157
07:29:52.926,142,157
07:29:52.951,142,157
07:29:52.955,142,157
07:29:53.846,142,157
07:29:53.855,142,157
07:29:53.874,142,157
07:29:53.887,142,157
07:29:53.900,142,157
07:29:53.914,142,157
07:29:53.929,142,157
07:29:53.945,142,157
07:29:53.962,142,157
07:29:54.853,142,157
07:29:54.865,142,157
07:29:54.874,142,157
07:29:54.890,142,157
07:29:54.899,142,157
07:29:54.912,142,157
07:29:54.926,142,157
07:29:56.846,142,145
07:29:56.859,142,145
07:29:56.894,142,145
07:29:56.896,142,145
07:29:56.905,142,145
07:29:56.914,142,145
07:29:56.929,142,145
07:29:56.945,142,145
07:29:56.959,142,145
07:29:56.989,142,145
07:29:56.989,142,145
07:29:57.004,142,145
07:29:57.020,142,145
07:29:57.038,142,145
07:29:57.048,142,145
07:29:57.063,142,145
07:29:57.078,142,145
07:29:57.093,142,154
07:29:57.108,142,154
07:29:57.844,142,163
07:29:57.858,142,163
07:29:57.897,142,163
07:29:57.907,142,163
07:29:57.909,142,163
07:29:57.913,142,163
07:29:57.925,142,163
07:29:57.940,142,163
07:29:57.960,142,163
07:29:58.840,142,154
07:29:58.855,142,154
07:29:59.853,142,145
07:30:01.856,142,138
07:30:01.857,142,138
07:30:02.854,142,137
07:30:02.854,142,137
07:30:02.868,142,137
07:30:02.883,142,137
07:30:03.847,142,142
07:30:05.847,142,133
07:30:05.853,142,133
07:30:05.874,142,133
07:30:05.885,142,133
07:30:05.898,142,133
07:30:05.923,142,133
07:30:05.935,142,133
07:30:05.951,142,133
07:30:05.961,142,133
07:30:05.966,142,133
07:30:05.988,142,133
07:30:05.998,142,133
07:30:06.013,142,133
07:30:06.067,142,133
07:30:09.909,142,141
07:30:09.910,142,141
07:30:09.913,142,141
07:30:10.842,142,142
07:30:10.856,142,136
07:30:10.875,142,136
07:30:12.844,142,152
07:30:13.841,142,152
07:30:17.900,142,131
07:30:18.844,142,134
07:30:19.842,142,140
07:30:19.856,142,140
07:30:19.887,142,140
07:30:19.889,142,140
07:30:21.845,142,152
07:30:21.859,142,152
07:30:21.890,142,152
07:30:21.891,142,152
07:30:21.905,142,152
07:30:21.914,142,152
07:30:21.930,142,152
07:30:21.940,142,152
07:30:21.955,142,152
07:30:21.971,142,152
07:30:21.995,142,152
07:30:22.008,142,152
07:30:22.016,142,152
07:30:22.032,142,152
07:30:22.051,142,152
07:30:22.841,142,147
07:30:22.856,142,147
07:30:22.873,142,147
07:30:22.898,142,147
07:30:22.905,142,147
07:30:22.917,142,147
07:30:22.923,142,147
07:30:25.903,142,141
07:30:25.904,142,141
07:30:26.841,142,146
07:30:26.853,142,146
07:30:26.869,142,146
07:30:26.885,142,146
07:30:26.898,142,146
07:30:26.914,142,146
07:30:26.929,142,146
07:30:27.845,142,137
07:30:27.859,142,137
07:30:27.865,142,137
07:30:27.881,142,137
07:30:27.898,142,137
07:30:27.912,142,137
07:30:27.929,142,137
07:30:27.942,142,137
07:30:27.956,142,137
07:30:27.982,142,137
07:30:27.985,142,137
07:30:28.001,142,137
07:30:28.016,142,137
07:30:28.023,142,127
07:30:28.040,142,127
07:30:29.850,142,118
07:30:29.856,142,118
07:30:30.845,142,118
07:30:30.859,142,118
07:30:30.873,142,118
07:30:30.898,142,118
07:30:30.899,142,118
07:30:30.914,142,118
07:30:30.928,142,118
07:30:30.941,142,118
07:30:30.961,142,118
07:30:30.975,142,118
07:30:30.986,142,118
07:30:31.004,142,118
07:30:31.015,142,118
07:30:31.030,142,118
07:30:31.045,142,118
07:30:31.054,142,118
07:30:31.848,142,122
07:30:31.857,142,122
07:30:31.888,142,122
07:30:31.891,142,122
07:30:31.906,142,122
07:30:31.915,142,122
07:30:31.926,142,122
07:30:33.854,142,123
07:30:33.860,142,123
07:30:33.874,142,123
07:30:33.881,142,123
07:30:33.896,142,123
07:30:33.913,142,123
07:30:33.939,142,123
07:30:33.942,142,123
07:30:33.964,142,123
07:30:33.973,142,123
07:30:33.989,142,123
07:30:34.003,142,123
07:30:34.019,142,123
07:30:34.023,142,123
07:30:34.041,142,123
07:30:34.840,142,126
07:30:34.857,142,126
07:30:34.874,142,126
07:30:34.887,142,126
07:30:34.904,142,126
07:30:34.928,142,126
07:30:34.928,142,126
07:30:34.947,142,126
07:30:34.956,142,126
07:30:34.975,142,126
07:30:34.985,142,126
07:30:35.006,142,126
07:30:35.852,142,121
07:30:35.853,142,121
07:30:35.878,142,121
07:30:35.884,142,121
07:30:35.898,142,121
07:30:35.919,142,121
07:30:35.929,142,121
07:30:40.902,142,135
07:30:40.903,142,135
07:30:40.904,142,135
07:30:42.844,142,123
07:30:42.851,142,123
07:30:42.867,142,123
07:30:42.885,142,123
07:30:42.902,142,123
07:30:42.919,142,123
07:30:42.929,142,123
07:30:42.948,142,123
07:30:46.907,142,119
07:30:46.909,142,119
07:30:46.910,142,119
10:50:54.999,136,118
10:50:55.019,136,118
10:50:55.049,136,118
10:50:55.056,136,118
10:50:55.072,136,118
10:50:55.072,136,118
10:50:55.090,136,118
10:50:55.108,136,118
10:50:55.136,136,118
10:50:55.152,136,118
10:50:55.167,136,118
10:50:55.183,136,118
10:50:55.183,136,118
10:50:56.021,136,118
10:50:56.032,136,118
10:50:56.037,136,118
10:50:56.059,136,118
10:50:56.066,136,118
10:50:56.110,136,118
10:50:56.113,136,118
10:50:56.119,136,118
10:50:57.000,136,118
10:50:57.016,136,118
10:50:57.043,136,118
10:50:57.057,136,118
10:50:57.061,136,118
10:50:57.076,136,118
10:50:57.092,136,118
10:50:57.101,136,118
10:50:58.002,136,117
10:50:58.018,136,117
10:50:58.038,136,117
10:50:58.052,136,117
10:50:58.071,136,117
10:50:58.073,136,117
10:50:58.084,136,117
10:50:58.100,136,117
10:50:58.117,136,117
10:50:58.134,136,117
10:50:58.151,136,117
10:50:58.151,136,117
10:50:59.001,136,133
10:50:59.018,136,133
10:50:59.039,135,133
10:50:59.052,136,133
10:50:59.053,136,133
10:50:59.069,136,133
10:50:59.085,136,133
10:50:59.999,136,152
10:51:00.027,136,152
10:51:00.040,136,152
10:51:00.070,136,152
10:51:00.072,136,152
10:51:00.072,136,152
10:51:00.087,136,152
10:51:00.117,136,152
10:51:00.117,136,152
10:51:00.134,136,152
10:51:00.152,136,152
10:51:00.167,136,152
10:51:00.183,136,152
10:51:00.199,136,152
10:51:00.203,136,152
10:51:00.217,136,152
10:51:00.236,136,152
10:51:03.078,136,127
10:51:03.078,136,127
10:51:05.003,136,129
10:51:05.022,136,129
10:51:05.028,136,129
10:51:05.046,136,129
10:51:05.062,136,129
10:51:05.088,136,129
10:51:05.094,136,129
10:51:05.111,136,129
10:51:06.011,136,138
10:51:06.026,136,138
10:51:06.026,136,138
10:51:06.050,136,138
10:51:06.064,136,138
10:51:06.080,136,138
10:51:06.096,136,138
10:51:06.096,136,138
10:51:06.113,136,138
10:51:06.130,136,138
10:51:06.146,136,138
10:51:06.163,136,138
10:51:06.180,136,138
10:51:06.194,136,138
10:51:06.213,136,138
10:51:06.213,136,138
10:51:08.002,136,117
10:51:08.029,136,117
10:51:08.029,136,117
10:51:08.059,136,117
10:51:14.066,136,125
10:51:14.066,136,125
10:51:15.001,136,117
10:51:16.053,136,117
10:51:16.109,136,117
10:51:16.122,136,117
10:51:16.122,136,117
10:51:17.100,136,112
10:51:17.201,136,118
10:51:17.262,136,118
10:51:17.278,136,118
10:51:18.009,136,110
10:51:18.017,136,110
10:51:18.052,136,110
10:51:18.056,136,110
10:51:18.066,136,110
10:51:18.082,136,110
10:51:18.099,136,110
10:51:18.115,136,110
10:51:18.132,136,110
10:51:18.148,136,110
10:51:18.165,136,110
10:51:18.182,136,110
10:51:18.182,136,110
10:51:18.198,136,110
10:51:18.198,136,110
10:51:18.215,136,110
10:51:19.066,136,103
10:51:19.115,136,103
10:51:19.170,136,103
10:51:19.197,136,103
10:51:19.281,136,103
10:51:19.281,136,103
10:51:19.297,136,103
10:51:19.331,136,103
10:51:19.430,136,103
10:51:20.032,136,95
10:51:20.049,136,95
10:51:21.279,136,102
10:51:22.995,136,102
10:51:25.073,136,86
10:51:25.073,136,86
10:51:25.073,136,86
10:51:25.073,136,86
10:51:25.073,136,86
10:51:25.115,136,86
10:51:25.118,136,86
10:51:25.129,136,86
10:51:25.160,136,86
10:51:25.991,136,82
10:51:26.008,136,82
10:51:29.086,136,80
10:51:29.086,136,80
10:51:29.089,136,80
10:51:29.090,136,80
10:51:29.091,136,80
10:51:29.189,136,80
10:51:30.006,136,84
10:51:30.023,136,84
10:51:30.042,136,84
10:51:30.057,136,84
10:51:30.060,136,84
10:51:30.075,136,84
10:51:30.093,136,84
10:51:30.108,136,84
10:51:30.123,136,84
10:51:30.139,136,84
10:51:30.145,136,84
10:51:32.004,136,84
10:51:32.023,136,84
10:51:32.032,136,84
10:51:32.059,136,84
10:51:32.064,136,84
10:51:32.076,136,84
10:51:32.094,136,84
10:51:34.008,136,90
10:51:34.024,136,90
10:51:34.040,136,90
10:51:34.085,136,90
10:51:34.091,136,90
10:51:35.625,136,105
10:51:35.848,136,105
10:51:35.914,136,105
10:51:38.066,136,119
10:51:38.066,136,119
10:51:40.009,136,126
10:51:40.024,136,126
10:51:42.117,136,142
10:51:42.117,136,142
10:51:43.395,136,140
10:51:43.459,136,140
